Food_Code,Food_Desc
27162500,"Stewed, seasoned, ground beef and pork, Mexican style (Picadillo de carne de rez y puerco)"
27163010,"Meat with gravy, NS as to type of meat (mixture)"
27211000,"Beef and potatoes, no sauce (mixture)"
27211100,"Beef stew with potatoes, tomato-based sauce (mixture)"
27211110,"Mexican style beef stew with potatoes, tomato-based sauce (mixture) (Carne guisada con papas)"
27211150,Beef goulash with potatoes
27211170,Beef and potatoes with (mushroom) soup (mixture)
27211190,"Beef and potatoes with cream sauce, white sauce or mushroom soup-based sauce (mixture)"
27211200,"Beef stew with potatoes, gravy"
27211300,Beef (roast) hash
27211400,Corned beef hash
27211500,Beef and potatoes with cheese sauce (mixture)
27211550,"Stewed, seasoned, ground beef with potatoes, Mexican style (Picadillo de carne de rez con papas)"
27212000,"Beef and noodles, no sauce (mixture)"
27212050,Beef and macaroni with cheese sauce (mixture)
27212100,Beef and noodles with tomato-based sauce (mixture)
27212120,Chili con carne with beans and macaroni
27212150,Beef goulash with noodles
27212200,Beef and noodles with gravy (mixture)
27212300,Beef and noodles with cream or white sauce (mixture)
27212350,Beef stroganoff with noodles
27212400,Beef and noodles with (mushroom) soup (mixture)
27213000,"Beef and rice, no sauce (mixture)"
27213100,Beef and rice with tomato-based sauce (mixture)
27213120,Porcupine balls with tomato-based sauce (mixture)
27213150,Chili con carne with beans and rice
27213200,Beef and rice with gravy (mixture)
27213300,Beef and rice with cream sauce (mixture)
27213400,Beef and rice with (mushroom) soup (mixture)
27213420,Porcupine balls with (mushroom) soup (mixture)
27213500,Beef and rice with soy-based sauce (mixture)
27213600,Beef and rice with cheese sauce (mixture)
27214100,Meat loaf made with beef
27214110,"Meat loaf made with beef, with tomato-based sauce"
27214500,Corned beef patty
27218210,Puerto Rican style beef stew with potatoes (Carne guisada con papas)
27218310,"Stewed corned beef, Puerto Rican style (""Corned beef"" guisado)"
27220010,Meat loaf made with ham (not luncheon meat)
27220020,Ham and noodles with cream or white sauce (mixture)
27220030,Ham and rice with (mushroom) soup (mixture)
27220050,Ham or pork with stuffing (mixture)
27220080,Ham croquette
27220110,Pork and rice with tomato-based sauce (mixture)
27220120,Sausage and rice with tomato-based sauce (mixture)
27220150,Sausage and rice with (mushroom) soup (mixture)
27220170,Sausage and rice with cheese sauce (mixture)
27220190,Sausage and noodles with cream or white sauce (mixture)
27220210,"Ham and noodles, no sauce (mixture)"
27220310,"Ham or pork and rice, no sauce (mixture)"
27220510,Ham or pork and potatoes with gravy (mixture)
27220520,Ham or pork and potatoes with cheese sauce (mixture)
27221100,"Stewed pig's feet, Puerto Rican style (Patitas de cerdo guisadas)"
27221150,"Mexican style pork stew, with potatoes, tomato-based sauce (mixture) (cerdo guisado con papas)"
27230010,Lamb or mutton loaf
27231000,Lamb or mutton and potatoes with gravy (mixture)
27232000,Lamb or mutton and potatoes with tomato-based sauce (mixture)
27235000,Meat loaf made with venison/deer
27236000,Venison/deer and noodles with cream or white sauce (mixture)
27241000,Chicken or turkey hash
27241010,Chicken or turkey and potatoes with gravy (mixture)
27242000,"Chicken or turkey and noodles, no sauce (mixture)"
27242200,Chicken or turkey and noodles with gravy (mixture)
27242250,Chicken or turkey and noodles with (mushroom) soup (mixture)
27242300,Chicken or turkey and noodles with cream or white sauce (mixture)
27242310,Chicken or turkey and noodles with cheese sauce (mixture)
27242350,Chicken or turkey tetrazzini
27242400,"Chicken or turkey and noodles, tomato-based sauce (mixture)"
27242500,Chicken or turkey and noodles with soy-based sauce (mixture)
27243000,"Chicken or turkey and rice, no sauce (mixture)"
27243300,Chicken or turkey and rice with cream sauce (mixture)
27243400,Chicken or turkey and rice with (mushroom) soup (mixture)
27243500,Chicken or turkey and rice with tomato-based sauce (mixture)
27243600,Chicken or turkey and rice with soy-based sauce (mixture)
27243700,Chicken in cheese sauce with Spanish rice
27246100,Chicken or turkey with dumplings (mixture)
27246200,Chicken or turkey with stuffing (mixture)
27246300,"Chicken or turkey cake, patty, or croquette"
27246400,Chicken or turkey souffle
27246500,Meat loaf made with chicken or turkey
27246505,"Meat loaf made with chicken or turkey, with tomato-based sauce"
27250020,"Clams, stuffed"
27250030,Codfish ball or cake
27250040,Crab cake
27250050,"Fish cake or patty, NS as to fish"
27250060,Gefilte fish
27250070,Salmon cake or patty
27250080,Salmon loaf
27250110,Scallops and noodles with cheese sauce (mixture)
27250120,"Shrimp and noodles, no sauce (mixture)"
27250122,Shrimp and noodles with gravy (mixture)
27250124,Shrimp and noodles with (mushroom) soup (mixture)
27250126,Shrimp and noodles with cream or white sauce (mixture)
27250128,Shrimp and noodles with soy-based sauce (mixture)
27250130,Shrimp and noodles with cheese sauce (mixture)
27250132,Shrimp and noodles with tomato sauce (mixture)
27250150,Tuna loaf
27250160,Tuna cake or patty
27250210,Clam cake or patty
27250220,Oyster fritter
27250250,Flounder with crab stuffing
27250260,"Lobster with bread stuffing, baked"
27250270,Clams Casino
27250300,Mackerel cake or patty
27250400,Shrimp cake or patty
27250410,Shrimp with crab stuffing
27250450,"Shrimp toast, fried"
27250510,Fish cake (Kamaboko) tempura
27250520,Seafood restructured
27250550,Seafood souffle
27250610,Tuna noodle casserole with cream or white sauce
27250630,Tuna noodle casserole with (mushroom) soup
27250710,Tuna and rice with (mushroom) soup (mixture)
27250810,Fish and rice with tomato-based sauce
27250820,Fish and rice with cream sauce
27250830,Fish and rice with (mushroom) soup
27250900,Fish and noodles with (mushroom) soup
27250950,"Shellfish mixture and noodles, tomato-based sauce (mixture)"
27260010,"Meat loaf, NS as to type of meat"
27260050,"Meatballs, with breading, NS as to type of meat, with gravy"
27260080,Meat loaf made with beef and pork
27260090,"Meat loaf made with beef, veal and pork"
27260100,"Meat loaf made with beef and pork, with tomato-based sauce"
27260110,"Hash, NS as to type of meat"
27260500,"Vienna sausages stewed with potatoes, Puerto Rican style (Salchichas guisadas)"
27260510,Liver dumpling
27311110,"Beef, potatoes, and vegetables (including carrots, broccoli, and/or dark-green leafy), no sauce (mixture"
27311120,"Beef, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), no sauce (mixture)"
27311210,"Corned beef, potatoes, and vegetables (including carrots, broccoli, and/or dark-green leafy), no sauce ("
27311220,"Corned beef, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), no sauce (mix"
27311310,"Beef stew with potatoes and vegetables (including carrots, broccoli, and/or dark-green leafy), tomato-ba"
27311320,"Beef stew with potatoes and vegetables (excluding carrots, broccoli, and dark-green leafy), tomato-based"
27311410,"Beef stew with potatoes and vegetables (including carrots, broccoli, and/or dark-green leafy), gravy"
27311420,"Beef stew with potatoes and vegetables (excluding carrots, broccoli, and dark-green leafy), gravy"
27311510,Shepherd's pie with beef
27311600,"Beef, potatoes, and vegetables (including carrots, broccoli, and/or dark-green leafy), gravy (mixture)"
27311605,"Beef, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), gravy (mixture)"
27311610,"Beef, potatoes, and vegetables (including carrots, broccoli, and/or dark-green leafy), cream sauce, whit"
27311620,"Beef, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), cream sauce, white s"
27311625,"Beef, potatoes, and vegetables (including carrots, broccoli, and/or dark-green leafy), tomato-based sauc"
27311630,"Beef, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), tomato-based sauce ("
27311635,"Beef, potatoes, and vegetables (including carrots, broccoli, and/or dark-green leafy), cheese sauce (mix"
27311640,"Beef, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), cheese sauce (mixtur"
27311645,"Beef, potatoes, and vegetables (including carrots, broccoli, and/or dark-green leafy), soy-based sauce ("
27311650,"Beef, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), soy-based sauce (mix"
27313010,"Beef, noodles, and vegetables (including carrots, broccoli, and/or dark-green leafy), no sauce (mixture)"
27313020,"Beef, noodles, and vegetables (excluding carrots, broccoli, and dark-green leafy), no sauce (mixture)"
27313110,Beef chow mein or chop suey with noodles
27313150,"Beef, noodles, and vegetables (including carrots, broccoli, and/or dark-green leafy), soy-based sauce (m"
27313160,"Beef, noodles, and vegetables (excluding carrots, broccoli, and dark-green leafy), soy-based sauce (mixt"
27313210,"Beef, noodles, and vegetables (including carrots, broccoli, and/or dark-green leafy), tomato-based sauce"
27313220,"Beef, noodles, and vegetables (excluding carrots, broccoli, and dark-green leafy), tomato-based sauce (m"
27313310,"Beef, noodles, and vegetables (including carrots, broccoli, and/or dark-green leafy), (mushroom) soup (m"
27313320,"Beef, noodles, and vegetables (excluding carrots, broccoli, and dark-green leafy), (mushroom) soup (mixt"
27313410,"Beef, noodles, and vegetables (including carrots, broccoli, and/or dark-green leafy), gravy (mixture)"
27313420,"Beef, noodles, and vegetables (excluding carrots, broccoli, and dark-green leafy), gravy (mixture)"
27315010,"Beef, rice, and vegetables (including carrots, broccoli, and/or dark-green leafy), no sauce (mixture)"
27315020,"Beef, rice, and vegetables (excluding carrots, broccoli, and dark-green leafy), no sauce (mixture)"
27315210,"Beef, rice, and vegetables (including carrots, broccoli, and/or dark-green leafy), tomato-based sauce (m"
27315220,"Beef, rice, and vegetables (excluding carrots, broccoli, and/or dark-green leafy), tomato-based sauce (m"
27315250,Stuffed cabbage rolls with beef and rice
27315270,Stuffed grape leaves with beef and rice
27315310,"Beef, rice, and vegetables (including carrots, broccoli, and/or dark-green leafy), (mushroom) soup (mixt"
27315320,"Beef, rice, and vegetables (excluding carrots, broccoli, and dark-green leafy), (mushroom) soup (mixture"
27315340,"Beef, rice, and vegetables (excluding carrots, broccoli, and dark-green leafy), cheese sauce (mixture)"
27315410,"Beef, rice, and vegetables (including carrots, broccoli, and/or dark-green leafy), gravy (mixture)"
27315420,"Beef, rice, and vegetables (excluding carrots, broccoli, and dark-green leafy), gravy (mixture)"
27315510,"Beef, rice, and vegetables (including carrots, broccoli, and/or dark-green leafy), soy-based sauce (mixt"
27315520,"Beef, rice, and vegetables (excluding carrots, broccoli, and dark-green leafy), soy-based sauce (mixture"
27317010,Beef pot pie
27317100,"Beef, dumplings, and vegetables (including carrots, broccoli, and/or dark-green leafy), gravy (mixture)"
27319010,"Stuffed green pepper, Puerto Rican style (Pimiento relleno)"
27320020,Ham pot pie
27320030,"Ham or pork, noodles and vegetables (excluding carrots, broccoli, and dark-green leafy), cheese sauce (m"
27320040,"Pork, potatoes, and vegetables (including carrots, broccoli, and/or dark-green leafy), no sauce (mixture"
27320070,"Ham or pork, noodles, and vegetables (including carrots, broccoli, and/or dark-green leafy), tomato-base"
27320080,"Sausage, noodles, and vegetables (excluding carrots, broccoli, and dark-green leafy), tomato-based sauce"
27320090,"Sausage, noodles, and vegetables (including carrots, broccoli, and/or dark-green leafy), tomato-based sa"
27320100,"Pork, potatoes, and vegetables (including carrots, broccoli, and/or dark-green leafy), tomato-based sauc"
27320110,"Pork, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), tomato-based sauce ("
27320120,"Sausage, potatoes, and vegetables (including carrots, broccoli, and/or dark-green leafy), gravy (mixture"
27320130,"Sausage, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), gravy (mixture)"
27320140,"Pork, potatoes, and vegetables (including carrots, broccoli, and/or dark-green leafy), gravy (mixture)"
27320150,"Pork, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), gravy (mixture)"
27320210,"Pork, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), no sauce (mixture)"
27320310,Pork chow mein or chop suey with noodles
27320320,"Pork, rice, and vegetables (including carrots, broccoli, and/or dark-green leafy), soy-based sauce (mixt"
27320330,"Pork, rice, and vegetables (excluding carrots, broccoli, and dark-green leafy), soy-based sauce (mixture"
27320340,"Pork, rice, and vegetables (including carrots, broccoli, and/or dark-green leafy), tomato-based sauce (m"
27320350,"Pork, rice, and vegetables (excluding carrots, broccoli, and dark-green leafy), tomato-based sauce (mixt"
27320410,"Ham, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), no sauce (mixture)"
27320450,"Ham, potatoes, and vegetables (including carrots, broccoli, and/or dark-green leafy), no sauce (mixture)"
27320500,Sweet and sour pork with rice
27330010,Shepherd's pie with lamb
27330030,"Lamb or mutton stew with potatoes and vegetables (including carrots, broccoli, and/or dark-green leafy),"
27330050,"Lamb or mutton, rice, and vegetables (excluding carrots, broccoli, and dark-green leafy), gravy (mixture"
27330060,"Lamb or mutton, rice, and vegetables (including carrots, broccoli, and/or dark-green leafy), tomato-base"
27330080,"Lamb or mutton, rice, and vegetables  (including carrots, broccoli, and/or dark-green leafy), gravy"
27330110,"Lamb or mutton stew with potatoes and vegetables (excluding carrots, broccoli, and dark-green leafy), gr"
27330170,Stuffed grape leaves with lamb and rice
27330210,"Lamb or mutton stew with potatoes and vegetables (including carrots, broccoli, and/or dark-green leafy),"
27330220,"Lamb or mutton stew with potatoes and vegetables (excluding carrots, broccoli, and dark-green leafy), to"
27331150,"Veal fricassee, Puerto Rican style (ternera en fricase)"
27332100,"Veal stew with potatoes and vegetables (including carrots, broccoli, and/or dark-green leafy), tomato-ba"
27335100,Rabbit stew with potatoes and vegetables
27336100,"Venison/deer stew with potatoes and vegetables (including carrots, broccoli, and/or dark-green leafy), t"
27336150,"Venison/deer stew with potatoes and vegetables (excluding carrots, broccoli, and dark-green leafy), toma"
27336200,"Venison/deer, potatoes, and vegetables (including carrots, broccoli, and/or dark-green leafy), gravy (mi"
27336250,"Venison/deer, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), gravy (mixtu"
27336310,"Venison/deer, noodles, and vegetables (excluding carrots, broccoli, and dark-green leafy), tomato-based"
27341000,"Chicken or turkey, potatoes, corn, and cheese, with gravy"
27341010,"Chicken or turkey, potatoes, and vegetables (including carrots, broccoli, and/or dark-green leafy), no s"
27341020,"Chicken or turkey, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), no sauc"
27341025,"Chicken or turkey, potatoes, and vegetables (including carrots, broccoli, and/or dark-green leafy), grav"
